Feature ID,Area,Surface,Feature,Code reference,User story,Expected behavior from code,Existing automated coverage,Baseline status,Baseline evidence,Errors / issue IDs,Fix status,Retest status,Retest evidence,Notes
F-084,Public Web,GET /prompt-guard/playground,Prompt Guard playground,src/routes/public.ts:685,"As a visitor, I want prompt guard playground through GET /prompt-guard/playground so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-085,Public Web,GET /faq,FAQ,src/routes/public.ts:692,"As a visitor, I want faq through GET /faq so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-086,Public Web,GET /pricing,Pricing,src/routes/public.ts:697,"As a visitor, I want pricing through GET /pricing so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-087,Public Web,GET /technology,Technology,src/routes/public.ts:700,"As a visitor, I want technology through GET /technology so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-088,Public Web,GET /docs/:slug,"Docs pages (markdown content, supports Accept: text/markdown)",src/routes/public.ts:706,"As a visitor, I want docs pages (markdown content, supports accept: text/markdown) through GET /docs/:slug so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-089,Public Web,GET /guides/:slug,"Guides pages (markdown content, supports Accept: text/markdown)",src/routes/public.ts:720,"As a visitor, I want guides pages (markdown content, supports accept: text/markdown) through GET /guides/:slug so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-090,Public Web,GET /compare/:slug,"Compare pages (markdown content, supports Accept: text/markdown)",src/routes/public.ts:734,"As a visitor, I want compare pages (markdown content, supports accept: text/markdown) through GET /compare/:slug so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-091,Public Web,GET /security/:slug,"Security pages (markdown content, supports Accept: text/markdown)",src/routes/public.ts:748,"As a visitor, I want security pages (markdown content, supports accept: text/markdown) through GET /security/:slug so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-092,Public Web,GET /blog,Blog listing,src/routes/public.ts:762,"As a visitor, I want blog listing through GET /blog so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-093,Public Web,GET /blog/:category/:slug,Blog post (supports Accept: text/markdown),src/routes/public.ts:767,"As a visitor, I want blog post (supports accept: text/markdown) through GET /blog/:category/:slug so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-094,Public Web,GET /skill,"Skill prompt (plain text, copy-pasteable by agents)",src/routes/public.ts:780,"As a visitor, I want skill prompt (plain text, copy-pasteable by agents) through GET /skill so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-095,Public Web,GET /skill/install,Skill install instructions (JSON),src/routes/public.ts:786,"As a visitor, I want skill install instructions (json) through GET /skill/install so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-096,Public Web,GET /privacy,Privacy Policy page,src/routes/public.ts:796,"As a visitor, I want privacy policy page through GET /privacy so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-097,Public API,GET /status,Status page redirect,src/routes/public.ts:984,"As a API client, I want status page redirect through GET /status so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",,PASS,Status route redirects to public health. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-098,Public Web,GET /skill/install.sh,"Skill install script (bash, pipe-able)",src/routes/public.ts:987,"As a visitor, I want skill install script (bash, pipe-able) through GET /skill/install.sh so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-099,Public API,GET /v1/models,Available models,src/routes/public.ts:993,"As a API client, I want available models through GET /v1/models so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-100,Public API,GET /v1/pricing,x402 pricing info (public),src/routes/public.ts:996,"As a API client, I want x402 pricing info (public) through GET /v1/pricing so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/x402.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-101,Public Web,GET /support,Public support form.,src/routes/public.ts:1151,"As a visitor, I want public support form. through GET /support so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",src/__tests__/public-contact-email.test.ts,PASS,GET surface returned HTTP 200 without leaking credentials. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-102,Public Web,POST /support,Public support form.,src/routes/public.ts:1153,"As a visitor, I want public support form. through POST /support so that Parse behavior is usable and predictable.","Serve public HTML/asset/manifest content with security headers, correct content type, stable links, and no 5xx; content routes return 404 for missing slugs and markdown when requested.",src/__tests__/public-contact-email.test.ts,PASS,Browser support form accepts a minimal human submission without secret content. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-103,Public API,POST /v1/support/tickets,"Public support intake. Stores the request in the same support ticket tables used | by admin tooling, without e",src/routes/public.ts:1161,"As a API client, I want public support intake. stores the request in the same support ticket tables used | by admin tooling, without e through POST /v1/support/tickets so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/__tests__/public-contact-email.test.ts,PASS,Support ticket API dry-run validates and classifies a minimal request without persistence. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-104,Public API,POST /v1/keys/generate,"Public API key generation (Phase 1: Redis rate limiting, global cap, expiry, env toggle)",src/routes/public.ts:1176,"As a API client, I want public api key generation (phase 1: redis rate limiting, global cap, expiry, env toggle) through POST /v1/keys/generate so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/__tests__/keygen-local.test.ts; src/__tests__/keygen-redis-fallback.test.ts; src/__tests__/keygen-failure-taxonomy.test.ts; src/app.test.ts; src/__tests__/api-key-service.test.ts,PASS,Self-service key generation returns a bounded validation/config/result response without leaking keys. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-105,Public API,GET /v1/keys/generate/canary,Get V1 Keys Generate Canary,src/routes/public.ts:1445,"As a API client, I want get v1 keys generate canary through GET /v1/keys/generate/canary so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/__tests__/keygen-local.test.ts; src/__tests__/keygen-redis-fallback.test.ts; src/__tests__/keygen-failure-taxonomy.test.ts; src/app.test.ts; src/__tests__/api-key-service.test.ts,PASS,Key generation canary returns a bounded health shape. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-106,Public API,POST /v1/keys/generate/canary,Post V1 Keys Generate Canary,src/routes/public.ts:1446,"As a API client, I want post v1 keys generate canary through POST /v1/keys/generate/canary so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/__tests__/keygen-local.test.ts; src/__tests__/keygen-redis-fallback.test.ts; src/__tests__/keygen-failure-taxonomy.test.ts; src/app.test.ts; src/__tests__/api-key-service.test.ts,PASS,Key generation POST canary returns a bounded health shape. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-107,Public API,GET /v1/payments/stats,Payment Stats (admin),src/routes/public.ts:1449,"As a API client, I want payment stats (admin) through GET /v1/payments/stats so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",src/x402.test.ts,PASS,Payment stats are admin-gated and return data or an explicit DB dependency response. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-108,Output Screening API,POST /v1/screen-output,Post V1 Screen Output,src/routes/screen-output.ts:20,"As a API client, I want post v1 screen output through POST /v1/screen-output so that Parse behavior is usable and predictable.",Require auth or paid access; detect unsafe generated/tool output and prompt leaks; return structured decisions without storing raw secrets.,src/routes/screen-output.test.ts,PASS,Output screening returns a safe result for benign output. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
F-109,Metrics API,GET /v1/screening/metrics,Get V1 Screening Metrics,src/routes/screening-metrics.ts:9,"As a API client, I want get v1 screening metrics through GET /v1/screening/metrics so that Parse behavior is usable and predictable.","Validate request shape, enforce auth/rate/billing policy where required, perform the documented action, and return structured JSON/problem+json.",,PASS,Screening metrics returns bounded analytics or dependency response. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Inventory generated from route declarations on 2026-06-21; keep this CSV as the single canonical feature/status spreadsheet.
OPS-001,Operations,internal/code,Background worker,npm run worker; src/worker.ts; src/queue.ts,"As an operator, I want queued analysis jobs processed outside request/response so long-running analysis completes reliably.","Worker consumes BullMQ jobs, updates result storage, and shuts down gracefully.",src/app.test.ts; src/__tests__/redis.test.ts,PASS,PASS: npm test app/redis/billable/keygen fallback tests passed; build passed. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
OPS-002,Operations,internal/code,Prisma migrations and DB bootstrap,src/index.ts; src/migrate.ts; prisma/migrations; prisma/schema.prisma,"As an operator, I want startup to initialize schema safely so routes have required tables.",Startup migration/bootstrap code runs without destructive resets and Prisma schema matches code assumptions.,src/db.test.ts,PASS,"PASS: baseline ran against a configured DATABASE_URL and exercised migrated DB-backed admin, billing, key, policy, support, payment, health, and metrics routes. Evidence artifact: docs/qa/baseline-user-story-results.json",,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
OPS-003,Operations,internal/code,Redis-backed usage and rate limiting,src/redis.ts; src/lib/usage-tracker.ts; src/lib/billable-usage-middleware.ts,"As an operator, I want Redis usage counters/rate limits to degrade explicitly so billing/security limits remain predictable.","Redis initializes lazily, reports availability, caps billable POSTs, and keygen returns explicit problem+json on unavailable dependencies.",src/__tests__/redis.test.ts; src/__tests__/billable-usage.test.ts; src/__tests__/keygen-redis-fallback.test.ts,PASS,PASS: Redis lazy/fallback and rate-limit failure taxonomy tests passed; live Redis-dependent paths return bounded 503 when unavailable. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
SEC-001,Security Engine,internal/code,Pattern/LLM/sandbox prompt-risk engine,src/parse.ts; src/lib/patterns/index.ts; src/lib/patterns/normalize.ts; src/lib/sandbox-client.ts,"As an agent developer, I want Parse to combine fast patterns, semantic LLM review, and optional sandbox execution so injection decisions are robust.","Engine normalizes text, matches risk categories, samples LLM/sandbox evidence as configured, and computes verdict/action consistently.",src/__tests__/parse-screening.test.ts; src/__tests__/sandbox-integration.test.ts,PASS,"PASS: prompt screening fixture/eval suite passed; 13,036 generated/internal rows met current non-claimable regression gates. Evidence artifact: docs/qa/baseline-user-story-results.json",,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
SEC-002,Security Engine,internal/code,Trust-verification detector library,src/lib/trust-verification/*.ts,"As an agent runtime, I want detector-level trust analysis before accepting agent handoffs.","Orchestrator validates input, aggregates detector scores/evidence, maps risk to recommendations, and meets performance/accuracy tests.",src/lib/trust-verification/__tests__/*.test.ts,PASS,PASS: trust verification route/library tests passed and live benign trust probe returned HTTP 200. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
SEC-003,Security Engine,internal/code,Audit and screening event persistence,src/lib/audit-log.ts; src/lib/screening-event-log.ts,"As a security operator, I want screening/audit events persisted without raw prompt content so incidents can be reviewed safely.",Persisted events include metadata/rule IDs/scores/decisions/trace IDs only; raw prompts and secrets are excluded.,src/__tests__/audit-log.test.ts; src/__tests__/screening-event-log.test.ts,PASS,"PASS: disposable screening-event persistence verifier wrote, validated, and cleaned up one complete event without storing raw prompt text; target appears local or disposable. Evidence artifact: docs/qa/baseline-user-story-results.json",,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
PKG-001,Packages,internal/code,prompt-guard workspace package,packages/prompt-guard,"As a JavaScript developer, I want a standalone prompt guard package for local app integration.",Workspace package builds/tests and exposes documented prompt-guard API.,package workspace build/test via npm scripts,PASS,PASS: npm run build completed and generated Prisma client; npm test passed 239/239 with 1 intentional DB skip. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
PKG-002,Packages,internal/code,MCP prompt guard workspace package,packages/mcp-prompt-guard,"As an MCP user, I want a prompt-guard MCP server so tools can call screening through MCP.",Workspace package builds/tests and exposes MCP tool definitions consistent with hosted /mcp metadata.,package workspace build/test via npm scripts,PASS,PASS: package scripts verified; npm test/typecheck/build/eval/audits ran from root package. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
DOC-001,Documentation,internal/code,Screening evidence/holdout audit tooling,scripts/*screening*; docs/*screening*; content/docs/*screening*,"As a buyer or evaluator, I want screening metric claims to state evidence readiness honestly.",Audit scripts keep generated/internal metrics non-claimable unless independent frozen holdout evidence is present and schema docs stay aligned.,src/__tests__/screening-*.test.ts,PASS,"PASS: npm test, npm run build, typecheck, screening evidence/claimability/completion audits executed; docs metrics remain explicit about non-claimable evidence blockers. Evidence artifact: docs/qa/baseline-user-story-results.json",,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
DOG-001,Dogfood,internal/code,Dogfood prompt-guard monitor command,scripts/dogfood-parse-prompt-guard.ts; src/lib/dogfood-prompt-guard-command.ts,"As an operator, I want a quiet-on-pass dogfood monitor so cron/ops alerts only on exact failing stages.","Command emits nothing when all stages pass, redacts session-like tokens in failures, and documents smoke controls.",src/__tests__/dogfood-prompt-guard-command.test.ts,PASS,PASS: npm run dogfood:prompt-guard exited 0 and npm test dogfood harness passed. Evidence artifact: docs/qa/baseline-user-story-results.json,,VERIFIED_NO_CURRENT_ERROR,PASS,PASS in latest full user-story baseline. Evidence artifact: docs/qa/baseline-user-story-results.json,Non-route feature inventoried from code/package structure on 2026-06-21.
